Type,Title/ID,Question Wording,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,General Feedback,Correct Feedback,Incorrect Feedback,Feedback 1,Feedback 2,Feedback 3,Feedback 4,Feedback 5,Feedback 6,Feedback 7,Feedback 8,Feedback 9,Feedback 10,Topic,Difficulty Level,Meta 1,Meta 2,Meta 3,Meta 4
MC,LoM01098,"What level of measurement is a variable called continent where measurements look like Africa, Asia, Europe, North America, South America, etc.?",1,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01099,"What level of measurement is a variable called type of delivery where measurements look like vaginal, cesarean, vbac, etc.?",1,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01100,"What level of measurement is a variable called marital status where measurements look like single, married, divorced, widowed, etc.?",1,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01101,"What level of measurement is a variable called method of transport where measurements look like personal vehicle, ambulance, air transport?",1,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01102,"What level of measurement is a variable called college major where measurements look like science, humanities, mathematics, etc.?",1,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01103,"What level of measurement is a variable called birth order where measurements look like first, second, third, etc.?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01104,"What level of measurement is a variable called race results where measurements look like first, second, third, etc.?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01105,"What level of measurement is a variable called age where measurements look like 11-20,  21-30, 31-40, etc.?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01106,"What level of measurement is a variable called income where measurements look like under $20,000, $20,000-$29,999, $30,000-$39,999, etc.?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01107,"What level of measurement is a variable called year in school where measurements look like freshman, sophomore, junior, senior?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01108,What level of measurement is a variable called pain  where measurements look like scale 1-10?,2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01109,"What level of measurement is a variable called level of agreement where measurements look like totally disagree, disagree, neither agree or disagree, agree, totally agree?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01110,"What level of measurement is a variable called frequency where measurements look like never, rarely, occasionally, sometimes, often, usually, every time?",2,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01111,"What level of measurement is a variable called temperature in Fahrenheit where measurements look like 97, 98.6, 99.5, 100, etc.?",3,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01112,"What level of measurement is a variable called temperature in Celsius where measurements look like 36, 36.5, 37, 38. etc.?",3,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01113,"What level of measurement is a variable called total depression score where measurements look like 35, 37, 39, 42, 45, etc.?",3,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01114,"What level of measurement is a variable called total anxiety score where measurements look like 55, 57, 60, 65, 69, etc.?",3,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01115,"What level of measurement is a variable called temperature in Kelvin where measurements look like 313, 327, 382.5, 388, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01116,"What level of measurement is a variable called height in inches where measurements look like 62, 63.5, 65, 70.25, 80, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01117,"What level of measurement is a variable called weight in pounds where measurements look like 125, 135, 150, 195, 210, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01118,"What level of measurement is a variable called time in seconds where measurements look like 35, 45, 50, 65, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01119,"What level of measurement is a variable called parts per million where measurements look like 10, 15, 18, 20, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01120,"What level of measurement is a variable called parts per billion where measurements look like 10, 15, 18, 20, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01121,"What level of measurement is a variable called sodium mmol/L where measurements look like 132, 135, 138, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01122,"What level of measurement is a variable called potassium mEq/L where measurements look like 149, 150, 152, 154, etc.?",4,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01123,What is the level of measurement for a variable called age?,5,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01124,What is the level of measurement for a variable called income?,5,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01125,What is the level of measurement for a variable called weight?,5,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
MC,LoM01126,What is the level of measurement for a variable called temperature?,5,nominal,ordinal,interval,ratio  ,not enough information,,,,,,,https://www.youtube.com/watch?v=LPHYPXBK_ks,https://www.youtube.com/watch?v=LPHYPXBK_ks,,,,,,,,,,,,,,,,
